RA;TURMA;TURMA_NOME
11201922018;NA1BHO0001-19SB;Introdução às Humanidades e às Ciências Sociais A1-Noturno (São Bernardo)
11201922018;NB1BHP0202-19SB;Temas e Problemas em Filosofia B1-Noturno (São Bernardo)
11201922018;NB1BHQ0301-15SB;Território e Sociedade B1-Noturno (São Bernardo)
11201811555;NA1ESTA007-17SA;Eletrônica Analógica Aplicada A1-Noturno (Santo André)
11201811555;NB1ESTO902-17SA;Engenharia Unificada I B1-Noturno (Santo André)
11201811555;NB1ESTI006-17SA;Processamento Digital de Sinais B1-Noturno (Santo André)
11201811555;DA1ESZI041-18SA;Programação de Software Embarcado A1-Matutino (Santo André)
11201811555;NAESTA003-17SA;Sistemas de Controle I A-Noturno (Santo André)
11202130470;NA1BCJ0205-15SA;Fenômenos Térmicos A1-Noturno (Santo André)
11202130470;NA1BCN0402-15SA;Funções de Uma Variável A1-Noturno (Santo André)
11202130470;NA1ESTO012-17SA;Princípios de Administração A1-Noturno (Santo André)
11202130470;NA1BCL0307-15SA;Transformações Químicas A1-Noturno (Santo André)
11044616;NA1MCZA008-17SA;Interação Humano-Computador A1-Noturno (Santo André)
11044616;NA1MCZA032-17SA;Introdução à Programação de Jogos A1-Noturno (Santo André)
11044616;DA1MCTA016-13SA;Paradigmas de Programação A1-Matutino (Santo André)
11044616;NA1MCZA017-13SA;Processamento de Linguagem Natural A1-Noturno (Santo André)
11044616;DA2MCTA024-13SA;Sistemas Digitais A2-Matutino (Santo André)
11055216;DA1ESTB028-17SB;Equipamentos Médico-Hospitalares A1-Matutino (São Bernardo)
11055216;NA1ESTB024-17SB;Modelagem de Sistemas Dinâmicos II A1-Noturno (São Bernardo)
11027112;NAMCTB010-13SA;Cálculo Vetorial e Tensorial A-Noturno (Santo André)
11027112;NAESTM018-17SA;Termodinâmica de Materiais A-Noturno (Santo André)
11201720298;NAMCTB001-17SA;Álgebra Linear A-Noturno (Santo André)
11201720298;NA3MCTA003-17SA;Análise de Algoritmos A3-Noturno (Santo André)
11201720298;DA1MCTA009-13SA;Computadores, Ética e Sociedade A1-Matutino (Santo André)
11201932448;DB1ESTO902-17SA;Engenharia Unificada I B1-Matutino (Santo André)
11201932448;DB1BCJ0204-15SA;Fenômenos Mecânicos B1-Matutino (Santo André)
11201932448;DA1BCN0407-15SA;Funções de Várias Variáveis A1-Matutino (Santo André)
11201722993;DA1MCZA002-17SA;Aprendizado de Máquina A1-Matutino (Santo André)
11201722993;NA1MCTA007-17SA;Compiladores A1-Noturno (Santo André)
11201722993;NA1MCTA016-13SA;Paradigmas de Programação A1-Noturno (Santo André)
11201811282;NA1MCTA003-17SA;Análise de Algoritmos A1-Noturno (Santo André)
11201811282;NA1MCTA009-13SA;Computadores, Ética e Sociedade A1-Noturno (Santo André)
11201811282;NA1BCN0402-15SA;Funções de Uma Variável A1-Noturno (Santo André)
11201811282;NA1MCTA024-13SA;Sistemas Digitais A1-Noturno (Santo André)
11060315;NAMCTB001-17SB;Álgebra Linear A-Noturno (São Bernardo)
11060315;NA1ESTG002-17SB;Desenvolvimento Integrado do Produto A1-Noturno (São Bernardo)
21063614;DAESTS005-17SB;Dinâmica e Controle de Veículos Espaciais A-Matutino (São Bernardo)
21063614;DAESTO013-17SA;Engenharia Econômica A-Matutino (Santo André)
21063614;NA1BCJ0204-15SA;Fenômenos Mecânicos A1-Noturno (Santo André)
21063614;DB1ESTO012-17SA;Princípios de Administração B1-Matutino (Santo André)
11201921951;NB1BCJ0204-15SA;Fenômenos Mecânicos B1-Noturno (Santo André)
11201921951;NB2BCN0407-15SA;Funções de Várias Variáveis B2-Noturno (Santo André)
11201921951;NA3BCK0104-15SA;Interações Atômicas e Moleculares A3-Noturno (Santo André)
11201921951;NA1BCS0002-15SA;Projeto Dirigido A1-Noturno (Santo André)
21048813;DA1MCTA016-13SA;Paradigmas de Programação A1-Matutino (Santo André)
21048813;DA1MCTA024-13SA;Sistemas Digitais A1-Matutino (Santo André)
11202132032;DAMCTD024-18SA;Análise na Educação Básica A-Matutino (Santo André)
11202132032;DA1BCS0001-15SA;Base Experimental das Ciências Naturais A1-Matutino (Santo André)
11202132032;DA1NHI5002-15SA;Didática A1-Matutino (Santo André)
11202132032;DA1ESTO005-17SA;Introdução às Engenharias A1-Matutino (Santo André)
11202132032;DAESTA017-17SA;Laboratório de Máquinas Elétricas A-Matutino (Santo André)
11202132032;DA1LIE0001-19SA;Metodologias de Pesquisa em Educação A1-Matutino (Santo André)
11081411;NAMCZB012-13SA;Inferência Estatística A-Noturno (Santo André)
11081411;NAMCTC014-13SA;Introdução à Inferência Estatística A-Noturno (Santo André)
11201810177;NAMCTB015-17SA;Funções de Variável Complexa A-Noturno (Santo André)
11201810177;NAMCTB016-13SA;Geometria Diferencial I A-Noturno (Santo André)
11201810177;NAMCTB020-17SA;Teoria da Medida e Integração A-Noturno (Santo André)
11201812037;DB1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo B1-Matutino (São Bernardo)
11201812037;DA1BCN0402-15SB;Funções de Uma Variável A1-Matutino (São Bernardo)
11201812037;DA1ESHR024-14SB;História da Política Externa Brasileira A1-Matutino (São Bernardo)
11201812037;DB1BHS0005-19SB;Práticas em Ciências e Humanidades B1-Matutino (São Bernardo)
11201812037;DA1ESHP021-13SB;Trajetórias das Políticas de CT&I no Brasil A1-Matutino (São Bernardo)
11202130897;NB1BCS0001-15SB;Base Experimental das Ciências Naturais B1-Noturno (São Bernardo)
11202130897;DA4BIS0005-15SB;Bases Computacionais da Ciência A4-Matutino (São Bernardo)
11202130897;DB1BIR0603-15SA;Ciência, Tecnologia e Sociedade B1-Matutino (Santo André)
11013112;DA1BCL0306-15SA;Biodiversidade: Interações entre organismos e ambiente A1-Matutino (Santo André)
11013112;DANHZ6009-18SA;Biologia Sintética A-Matutino (Santo André)
11013112;DA1BHO0102-15SB;Desenvolvimento e Sustentabilidade A1-Matutino (São Bernardo)
11013112;DA1NHZ6008-18SA;Engenharia Metabólica A1-Matutino (Santo André)
11013112;DA3NHI5015-15SA;LIBRAS A3-Matutino (Santo André)
11072915;NA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Noturno (Santo André)
11072915;DA1ESTI002-17SA;Eletrônica Digital A1-Matutino (Santo André)
11072915;NCESTO903-17SA;Engenharia Unificada II C-Noturno (Santo André)
11072915;NA2ESTO008-17SA;Mecânica dos Sólidos I A2-Noturno (Santo André)
11072915;NA2MCTA024-13SA;Sistemas Digitais A2-Noturno (Santo André)
11201722994;NB1ESHR005-13SB;Estado e Desenvolvimento Econômico no Brasil Contemporâneo B1-Noturno (São Bernardo)
11201722994;NA1ESHR024-14SB;História da Política Externa Brasileira A1-Noturno (São Bernardo)
11201722994;NA1ESHR016-13SB;Sistema Financeiro Internacional: de Bretton Woods ao non-sistema A1-Noturno (São Bernardo)
11025813;DA1ESZU003-17SA;Contaminação e Remediação de Solos A1-Matutino (Santo André)
11025813;DA1ESTU007-17SA;Habitação e Assentamentos Humanos A1-Matutino (Santo André)
11025813;DA1ESTU009-17SA;Hidrologia A1-Matutino (Santo André)
11025813;NA1ESTU010-17SA;Microbiologia Ambiental A1-Noturno (Santo André)
11025813;DA1ESTU040-17SA;Projeto Ambiental Urbano A1-Matutino (Santo André)
11025813;NA1ESTU031-17SA;Recuperação de Áreas Degradadas A1-Noturno (Santo André)
11201721466;DA1ESZG021-17SB;Negociação e Solução de Conflitos Organizacionais A1-Matutino (São Bernardo)
11201721466;NA1ESZG010-17SB;Planejamento e Controle de Projetos A1-Noturno (São Bernardo)
11202130504;DA8BCJ0205-15SA;Fenômenos Térmicos A8-Matutino (Santo André)
11202130504;DA3BCN0407-15SA;Funções de Várias Variáveis A3-Matutino (Santo André)
11202130504;DA7BCM0505-15SA;Processamento da Informação A7-Matutino (Santo André)
11202130504;DA1BCL0307-15SA;Transformações Químicas A1-Matutino (Santo André)
11031110;NA1NHZ4070-15SA;Tecnologia de Biomateriais A1-Noturno (Santo André)
11031110;NAMCZB031-17SA;Teoria dos Jogos A-Noturno (Santo André)
11076716;NA1ESZU003-17SA;Contaminação e Remediação de Solos A1-Noturno (Santo André)
11076716;DA1ESZU006-17SA;Economia, Sociedade e Meio Ambiente A1-Matutino (Santo André)
11076716;NA3NHI5015-15SA;LIBRAS A3-Noturno (Santo André)
11060915;NA1ESTA018-17SA;Eletromagnetismo Aplicado A1-Noturno (Santo André)
11060915;DA1MCTA018-13SA;Programação Orientada a Objetos A1-Matutino (Santo André)
11060915;DAESTA003-17SA;Sistemas de Controle I A-Matutino (Santo André)
11060915;DB1ESTO014-17SA;Termodinâmica Aplicada I B1-Matutino (Santo André)
21059316;DANHZ2106-18SB;Filosofia da Ciência A-Matutino (São Bernardo)
21059316;DANHZ2109-18SB;Teoria das Ciências Humanas A-Matutino (São Bernardo)
11201810091;NA1MCTA003-17SA;Análise de Algoritmos A1-Noturno (Santo André)
11201810091;NA1MCTA009-13SA;Computadores, Ética e Sociedade A1-Noturno (Santo André)
11201810091;NA1MCZA017-13SA;Processamento de Linguagem Natural A1-Noturno (Santo André)
11201810091;NA2MCTA018-13SA;Programação Orientada a Objetos A2-Noturno (Santo André)
11201810091;NA1MCTA024-13SA;Sistemas Digitais A1-Noturno (Santo André)
11201721935;NANHH2019-13SB;Filosofia da Linguagem A-Noturno (São Bernardo)
11201721935;NA1ESTU009-17SA;Hidrologia A1-Noturno (Santo André)
11201721935;DA2BHQ0003-15SB;Interpretações do Brasil A2-Matutino (São Bernardo)
11201721935;DIESTO008-17SB;Mecânica dos Sólidos I I-Matutino (São Bernardo)
11201721935;NA1ESTU039-17SA;Regulação Ambiental e Urbanística A1-Noturno (Santo André)
11202131271;DA1BCL0306-15SB;Biodiversidade: Interações entre organismos e ambiente A1-Matutino (São Bernardo)
11202131271;DA1BHQ0002-15SB;Estudos Étnico-Raciais A1-Matutino (São Bernardo)
11202131271;DA2BHP0001-15SB;Ética e Justiça A2-Matutino (São Bernardo)
11202131271;DA1BHQ0301-15SB;Território e Sociedade A1-Matutino (São Bernardo)
11201921104;NB2MCTB010-13SA;Cálculo Vetorial e Tensorial B2-Noturno (Santo André)
11201921104;NCESTO902-17SB;Engenharia Unificada I C-Noturno (São Bernardo)
11201921104;NAESTO015-17SA;Mecânica dos Fluidos I A-Noturno (Santo André)
11201921104;DA2ESTO008-17SA;Mecânica dos Sólidos I A2-Matutino (Santo André)
11201921104;Da1ESTG025-17SA;Propriedade Intelectual a1-Matutino (Santo André)
11122014;NA1NHI5002-15SA;Didática A1-Noturno (Santo André)
11122014;NB2BCN0407-15SA;Funções de Várias Variáveis B2-Noturno (Santo André)
11122014;NA3NHI5015-15SA;LIBRAS A3-Noturno (Santo André)
11122014;NA1BCS0002-15SA;Projeto Dirigido A1-Noturno (Santo André)
21075515;NA2MCTB010-13SA;Cálculo Vetorial e Tensorial A2-Noturno (Santo André)
11202131272;NB1BIS0003-15SB;Bases Matemáticas B1-Noturno (São Bernardo)
11202131272;NB1BCL0306-15SB;Biodiversidade: Interações entre organismos e ambiente B1-Noturno (São Bernardo)
11202131272;NB1BHQ0002-15SB;Estudos Étnico-Raciais B1-Noturno (São Bernardo)
11202131272;NB1BHP0001-15SB;Ética e Justiça B1-Noturno (São Bernardo)
11202131272;NB1BHQ0301-15SB;Território e Sociedade B1-Noturno (São Bernardo)
11100412;NAMCTB010-13SA;Cálculo Vetorial e Tensorial A-Noturno (Santo André)
11201822464;NA1MCTA009-13SA;Computadores, Ética e Sociedade A1-Noturno (Santo André)
11201822464;NA1MCZA008-17SA;Interação Humano-Computador A1-Noturno (Santo André)
11201822464;NC1ESTO017-17SA;Métodos Experimentais em Engenharia C1-Noturno (Santo André)
11201721168;NAESTO013-17SB;Engenharia Econômica A-Noturno (São Bernardo)
11201721168;NDESTO902-17SB;Engenharia Unificada I D-Noturno (São Bernardo)
11201721168;NA1BCL0307-15SA;Transformações Químicas A1-Noturno (Santo André)
11202022037;DAMCTD024-18SA;Análise na Educação Básica A-Matutino (Santo André)
11202022037;DA1BIR0603-15SB;Ciência, Tecnologia e Sociedade A1-Matutino (São Bernardo)
11202022037;DA1BHO0102-15SB;Desenvolvimento e Sustentabilidade A1-Matutino (São Bernardo)
11202022037;DA1ESTO012-17SA;Princípios de Administração A1-Matutino (Santo André)
11202022037;DB1BHP0202-19SB;Temas e Problemas em Filosofia B1-Matutino (São Bernardo)
11201812074;NAMCTB001-17SA;Álgebra Linear A-Noturno (Santo André)
11201812074;NA3BCN0407-15SA;Funções de Várias Variáveis A3-Noturno (Santo André)
11201812074;NA2BCK0104-15SA;Interações Atômicas e Moleculares A2-Noturno (Santo André)
11114915;DB1BCJ0204-15SA;Fenômenos Mecânicos B1-Matutino (Santo André)
11114915;NA3BCJ0205-15SA;Fenômenos Térmicos A3-Noturno (Santo André)
11114915;NA1BCN0402-15SA;Funções de Uma Variável A1-Noturno (Santo André)
11202130519;NBESTO013-17SB;Engenharia Econômica B-Noturno (São Bernardo)
11202130519;NA1ESHP009-13SB;Governo, Burocracia e Administração Pública A1-Noturno (São Bernardo)
11202130519;NA1ESTO012-17SA;Princípios de Administração A1-Noturno (Santo André)
11202012134;NA1ESZR002-13SB;Cultura, Identidade e Política na América Latina A1-Noturno (São Bernardo)
11202012134;NA1ESHR016-13SB;Sistema Financeiro Internacional: de Bretton Woods ao non-sistema A1-Noturno (São Bernardo)
11110013;NA1ESTB028-17SB;Equipamentos Médico-Hospitalares A1-Noturno (São Bernardo)
11110013;NIESTO008-17SB;Mecânica dos Sólidos I I-Noturno (São Bernardo)
11110013;NA1ESTB021-17SB;Sensores Biomédicos A1-Noturno (São Bernardo)
11201722848;DA1ESTA018-17SA;Eletromagnetismo Aplicado A1-Matutino (Santo André)
11201722848;NA3BCK0104-15SA;Interações Atômicas e Moleculares A3-Noturno (Santo André)
11201722848;DB1ESTA016-17SA;Máquinas Elétricas B1-Matutino (Santo André)
11201722848;NA1ESTO008-17SA;Mecânica dos Sólidos I A1-Noturno (Santo André)
11201722848;NA2BCS0002-15SA;Projeto Dirigido A2-Noturno (Santo André)
11201722748;DA2MCTA009-13SA;Computadores, Ética e Sociedade A2-Matutino (Santo André)
11201722748;DA1ESZR002-13SB;Cultura, Identidade e Política na América Latina A1-Matutino (São Bernardo)
11201722748;NB1ESTA007-17SA;Eletrônica Analógica Aplicada B1-Noturno (Santo André)
11201722748;DA1ESTI002-17SA;Eletrônica Digital A1-Matutino (Santo André)
11201722748;NCESTO903-17SA;Engenharia Unificada II C-Noturno (Santo André)
11201810314;DAMCTB009-17SB;Cálculo Numérico A-Matutino (São Bernardo)
11201810314;DA1MCTA007-17SA;Compiladores A1-Matutino (Santo André)
11201810314;DA1ESTI002-17SA;Eletrônica Digital A1-Matutino (Santo André)
21036016;NA1ESZI027-17SA;Informação e Sociedade A1-Noturno (Santo André)
21036016;NA1ESTB025-17SB;Instrumentação Biomédica I A1-Noturno (São Bernardo)
21036016;NA1MCZA032-17SA;Introdução à Programação de Jogos A1-Noturno (Santo André)
21036016;NA2NHI5015-15SA;LIBRAS A2-Noturno (Santo André)
11020316;NANHZ2107-18SB;Epistemologia Analítica A-Noturno (São Bernardo)
11202131273;NB1BIR0603-15SA;Ciência, Tecnologia e Sociedade B1-Noturno (Santo André)
21061915;DA1ESTU025-17SA;Avaliação de Impactos Ambientais A1-Matutino (Santo André)
11201920728;NB2BCN0402-15SA;Funções de Uma Variável B2-Noturno (Santo André)
11201920728;NB1ESTO011-17SA;Fundamentos de Desenho Técnico B1-Noturno (Santo André)
11201920728;NB2BCL0307-15SA;Transformações Químicas B2-Noturno (Santo André)
11201921013;DAESTS004-17SB;Desempenho de Aeronaves A-Matutino (São Bernardo)
11201921013;DAESTO015-17SB;Mecânica dos Fluidos I A-Matutino (São Bernardo)
11024716;NAESTE033-17SA;Engenharia Solar Fotovoltaica A-Noturno (Santo André)
11024716;NAESTE018-17SA;Fundamentos de Sistemas Dinâmicos A-Noturno (Santo André)
11024716;NB1ESTE026-17SA;Laboratório de Máquinas Térmicas e Hidráulicas B1-Noturno (Santo André)
11024716;NAESTE023-17SA;Transferência de Calor II A-Noturno (Santo André)
11201810251;NB2BCJ0205-15SA;Fenômenos Térmicos B2-Noturno (Santo André)
11201810251;NB1BCN0407-15SA;Funções de Várias Variáveis B1-Noturno (Santo André)
21011612;NAESZM035-17SA;Aditivação de Polímeros A-Noturno (Santo André)
21011612;DAESZM028-17SA;Materiais para Tecnologia da Informação A-Matutino (Santo André)
11006311;DA1ESZG021-17SB;Negociação e Solução de Conflitos Organizacionais A1-Matutino (São Bernardo)
11006311;NA1ESZG010-17SB;Planejamento e Controle de Projetos A1-Noturno (São Bernardo)
11006311;DA1ESTG020-17SB;Sistemas e Processos de Produção A1-Matutino (São Bernardo)
11034216;NA1ESTA021-17SA;Introdução ao Controle Discreto A1-Noturno (Santo André)
11034216;NA1ESTA023-17SA;Introdução aos Processos de Fabricação A1-Noturno (Santo André)
11034216;NB1ESTA019-17SA;Projeto Assistido por Computador B1-Noturno (Santo André)
11034216;NA1ESTA014-17SA;Sistemas CAD/CAM A1-Noturno (Santo André)
21041916;DA1ESHT012-17SB;Mobilização Produtiva dos Territórios e Desenvolvimento Local A1-Matutino (São Bernardo)
21041916;NA1ESHT017-17SB;Planejamento e Política Ambiental A1-Noturno (São Bernardo)
21041916;NA1ESHT020-17SB;Política Metropolitana A1-Noturno (São Bernardo)
11202022288;NB1BCL0306-15SA;Biodiversidade: Interações entre organismos e ambiente B1-Noturno (Santo André)
11202022288;NB1NHI5002-15SA;Didática B1-Noturno (Santo André)
11202131275;NA1NHZ1074-15SA;Astrobiologia A1-Noturno (Santo André)
11202131275;NB1BCS0001-15SA;Base Experimental das Ciências Naturais B1-Noturno (Santo André)
11202130152;DA1BIR0603-15SB;Ciência, Tecnologia e Sociedade A1-Matutino (São Bernardo)
11202130152;DB1BIQ0602-15SB;Estrutura e Dinâmica Social B1-Matutino (São Bernardo)
11202130152;DA1BCJ0204-15SB;Fenômenos Mecânicos A1-Matutino (São Bernardo)
11202130152;DA1BCN0402-15SB;Funções de Uma Variável A1-Matutino (São Bernardo)
11202022290;NA1BIQ0602-15SA;Estrutura e Dinâmica Social A1-Noturno (Santo André)
11202022290;NB1BCN0404-15SB;Geometria Analítica B1-Noturno (São Bernardo)
11201920630;DA1BIR0603-15SA;Ciência, Tecnologia e Sociedade A1-Matutino (Santo André)
11201920630;DA1BCJ0204-15SA;Fenômenos Mecânicos A1-Matutino (Santo André)
11201920630;DA1BCN0402-15SA;Funções de Uma Variável A1-Matutino (Santo André)
21073213;DA1NHZ2098-16SB;Pensamento e Cinema A1-Matutino (São Bernardo)
11202020134;DA1BCJ0204-15SA;Fenômenos Mecânicos A1-Matutino (Santo André)
11202020134;DA1BCN0402-15SA;Funções de Uma Variável A1-Matutino (Santo André)
11201810846;NB1BIS0003-15SB;Bases Matemáticas B1-Noturno (São Bernardo)
11201810846;NAMCTB009-17SB;Cálculo Numérico A-Noturno (São Bernardo)
11201810846;NA1ESTO001-17SB;Circuitos Elétricos e Fotônica A1-Noturno (São Bernardo)
11201810846;NA1BCK0104-15SB;Interações Atômicas e Moleculares A1-Noturno (São Bernardo)
11202022159;DA3BCS0001-15SA;Base Experimental das Ciências Naturais A3-Matutino (Santo André)
11202022159;DA1BIR0004-15SA;Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André)
11202022159;DB1BCK0104-15SA;Interações Atômicas e Moleculares B1-Matutino (Santo André)
11202022159;DD1ESTO005-17SA;Introdução às Engenharias D1-Matutino (Santo André)
11202022159;DA2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A2-Matutino (Santo André)
11201721614;NANHZ6009-18SA;Biologia Sintética A-Noturno (Santo André)
11201721614;NA1NHZ6008-18SA;Engenharia Metabólica A1-Noturno (Santo André)
11201721614;NAMCTC014-13SA;Introdução à Inferência Estatística A-Noturno (Santo André)
